Collection,Code,Description 1 ,Description 2 ,Dimension,Profile,Finish,Description 6,Description 7,Product Name,Format,Format 2,Width,Width in inch,Thickness,Thickness in inch,Grade,Construction,,Tone,Code.1
ENGLISH NATIVE TIMBERS,NAT008,Argyll Random Width Plank,"English Oak, UKTR Compliant","80-230 x 20 x 0.6-3.5m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Matt,"Smooth Sanded, Gentle Undulations",Woodworks - English Native Timbers,Argyll,Random Width Planks,Plank,80-230mm,3''-9'',20mm,"3/4""",Quarter Sawn,2Ply Engineered,,,NAT008
PARQUETRY,EMPRE005,Coronet Parquet de Versailles,"American Black Prime Walnut , UKTR Compliant","980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,Smooth Polished ,Woodworks - Parquetry,Coronet,Parquet De Versailles Panel,Parquet De Versailles,980mm,39'',20mm,"3/4""",Prime ,2Ply Engineered,,Dark,EMPRE005
PARQUETRY,EMPRE007,Inca Concentric Design Panel,"American Black Prime Walnut , UKTR Compliant","720 x 20 x 720, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,Smooth Polished ,Woodworks - Parquetry,Inca,Concentric Design Panel ,Design Panel,720mm,39'',20mm,"3/4""",Prime ,2Ply Engineered,,Dark,EMPRE007
PARQUETRY,GEC001,Leda End Grain,"European Oak, 70% PEFC Certified","180 x 16 x 0.5-2.18m,  3Layer Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Satin Lacquered,Smooth ,Woodworks - Parquetry,Leda,Plank   ,Plank,180mm,"7""",16mm,1/2'',End Grain,3Layer Engineered,,Medium,GEC001
PARQUETRY,GEC002,Callista End Grain,"European Oak, UKTR Compliant","180 x 16 x 0.5-2.18m,  3Layer Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Parquetry,Callista,Plank   ,Plank,180mm,"7""",16mm,1/2'',End Grain,3Layer Engineered,,Dark,GEC002
PARQUETRY,GEC003,Deimos End Grain,"European Oak, UKTR Compliant","180 x 16 x 0.5-2.18m,  3Layer Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Parquetry,Deimos,Plank   ,Plank,180mm,"7""",16mm,1/2'',End Grain,3Layer Engineered,,Black,GEC003
PARQUETRY,GEC004,Cressida End Grain,"European Oak, UKTR Compliant","180 x 16 x 0.5-2.18m,  3Layer Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Parquetry,Cressida,Plank   ,Plank,180mm,"7""",16mm,1/2'',End Grain,3Layer Engineered,,Dark,GEC004
PARQUETRY,GEC005,Celestial End Grain,"European Oak, UKTR Compliant","180 x 16 x 0.5-2.18m,  3Layer Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Parquetry,Celestial,Plank   ,Plank,180mm,"7""",16mm,1/2'',End Grain,3Layer Engineered,,Grey,GEC005
PARQUETRY,GEC006,Dorado End Grain,"European Oak, UKTR Compliant","180 x 16 x 0.5-2.18m,  3Layer Engineered","Tongue & Grooved, Ends Matched, Soft Rolled Edges",Organic Lacquer Super Matt,Brushed ,Woodworks - Parquetry,Dorado,Plank   ,Plank,180mm,"7""",16mm,1/2'',End Grain,3Layer Engineered,,,GEC006
PARQUETRY,GEC007,Aquila End Grain,"European Oak, UKTR Compliant","180 x 16 x 0.5-2.18m,  3Layer Engineered","Tongue & Grooved, Ends Matched, Soft Rolled Edges","Bleached, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Parquetry,Aquila,Plank   ,Plank,180mm,"7""",16mm,1/2'',End Grain,3Layer Engineered,,,GEC007
PARQUETRY,GECN002,Callista End Grain,"European Oak, UKTR Compliant","120 x 15 x 1.2m,  2Ply Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Parquetry,Callista,Narrow Plank  ,Plank,120mm,4 23/32'',15mm,1/2'',End Grain,2Ply Engineered,,Dark,GECN002
PARQUETRY,GECN003,Deimos End Grain,"European Oak, UKTR Compliant","120 x 15 x 1.2m,  2Ply Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Parquetry,Deimos,Narrow Plank  ,Plank,120mm,4 23/32'',15mm,1/2'',End Grain,2Ply Engineered,,Black,GECN003
PARQUETRY,GECN004,Cressida End Grain,"European Oak, UKTR Compliant","120 x 15 x 1.2m,  2Ply Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Parquetry,Cressida,Narrow Plank  ,Plank,120mm,4 23/32'',15mm,1/2'',End Grain,2Ply Engineered,,Dark,GECN004
PARQUETRY,GECN005,Celestial End Grain,"European Oak, UKTR Compliant","120 x 15 x 1.2m,  2Ply Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Parquetry,Celestial,Narrow Plank  ,Plank,120mm,4 23/32'',15mm,1/2'',End Grain,2Ply Engineered,,Grey,GECN005
PARQUETRY,GECN006,Dorado End Grain,"European Oak, UKTR Compliant","120 x 15 x 1.2m,  2Ply Engineered","Tongue & Grooved, Ends Matched, Soft Rolled Edges",Organic Lacquer Super Matt,Brushed ,Woodworks - Parquetry,Dorado,Narrow Plank  ,Plank,120mm,4 23/32'',15mm,1/2'',End Grain,2Ply Engineered,,,GECN006
PARQUETRY,GECN007,Aquila End Grain,"European Oak, UKTR Compliant","120 x 15 x 1.2m,  2Ply Engineered","Tongue & Grooved, Ends Matched, Soft Rolled Edges","Bleached, Naked Skin Lacquer Super Matt",Brushed ,Woodworks - Parquetry,Aquila,Narrow Plank  ,Plank,120mm,4 23/32'',15mm,1/2'',End Grain,2Ply Engineered,,,GECN007
PARQUETRY,JEWEL011A,Ringlet Chevron,"European Prime Oak , FSC® Mix Credit","90 x 20 x 595, 2Ply Engineered ","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Naked Skin Lacquer Satin",Brushed,Woodworks - Parquetry,Ringlet,Chevron   ,Chevron,90mm,3.5'',20mm,"3/4""",Prime ,2Ply Engineered,,Grey,JEWEL011A
PARQUETRY,OAKVERAN02,Jacobin Parquet de Versailles  ,"European Nature Oak , UKTR Compliant","980 x 21 x 980, 2Ply Engineered ","Tongue & Grooved, Square Shoulder",Restoration Oil,"Single Fumed, Brushed ",Woodworks - Parquetry,Jacobin,Parquet De Versailles Panel,Parquet De Versailles,980mm,39'',21mm,3/4'',Nature ,2Ply Engineered,,Medium,OAKVERAN02
PARQUETRY,PARQ001A,Sapphire Circular Design Panel,"Aged French Oak, UKTR Compliant","800 x 20 x 800, 2Ply Engineered ","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Skip Sawn, Scrubbed Knots, Undulating ",Woodworks - Parquetry,Sapphire,Circular Design Panel ,Design Panel,800mm,32'',20mm,"3/4""",Rustic,2Ply Engineered,,Medium,PARQ001A
PARQUETRY,PARQ003,Lacerta Narrow Herringbone,"European Oak, FSC® 100%","70 x 22 x 280, Solid","Grooved 3 Sides, Hand Rolled Edges",Organic Oil Super Matt,Brushed,Woodworks - Parquetry,Lacerta,Narrow Herringbone,Herringbone,70mm,2 3/4'',22mm,55/64'',Prime ,Solid,,,PARQ003
PARQUETRY,PARQ010,Hera Geometric Pattern,"European Prime Oak , UKTR Compliant","310 x 19 x 358, 2Ply Engineered","Grooved All Round, Micro Bevel",Naked Skin Lacquer,Smooth ,Woodworks - Parquetry,Hera,Geometric Pattern  ,Geometric Pattern,310mm,12.25'',19mm,"3/4""",Prime ,2Ply Engineered,,Neutral,PARQ010
PARQUETRY,PARQ011,Iris Geometric Design,"European Nature Oak , FSC® Mix Credit","160x20x270/80x20x192, 2Ply Engineered","Grooved All Round, Square Shoulder",Naked Skin Lacquer,Smooth ,Woodworks - Parquetry,Iris,Geometric Design  ,Geometric Pattern,160mm/80mm,6.25''/3'',20mm,"3/4""",Nature ,2Ply Engineered,,Neutral,PARQ011
PARQUETRY,PARQ012,Nyx Parquet de Versailles ,"European Nature Oak, UKTR Compliant","980 x 21 x 980, 2Ply Engineered","Tongue & Grooved, Square Shoulder",Naked Skin Lacquer,Smooth ,Woodworks - Parquetry,Nyx,Parquet De Versailles Panel,Parquet De Versailles,980mm,39'',21mm,"3/4""",Nature,2Ply Engineered,,Light,PARQ012
PARQUETRY,PARQ013,Eris Parquet de Versailles ,"European Prime Oak, UKTR Compliant","980 x 21 x 980, 2Ply Engineered","Tongue & Grooved, Square Shoulder",Naked Skin Lacquer,Smooth ,Woodworks - Parquetry,Eris,Parquet De Versailles Panel,Parquet De Versailles,980mm,39'',21mm,"3/4""",Prime ,2Ply Engineered,,Light,PARQ013
PARQUETRY,PARQ014,Rhea Chevron,"European Prime Oak , FSC® Mix Credit","90 x 20 x 595, 2Ply Engineered ","Tongue & Grooved, Ends Matched, Square Shoulder",Naked Skin Lacquer,Smooth ,Woodworks - Parquetry,Rhea,Chevron   ,Chevron,90mm,3.5'',20mm,"3/4""",Prime ,2Ply Engineered,,Neutral,PARQ014
PARQUETRY,PARQ015,Selene Continuous Versailles Pattern,"Aged French Oak , FSC® Mix Credit","380x100x20mm & 140x140x20mm, 2Ply Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Naked Skin Lacquer,"Skip Sawn, Scrubbed Knots, Undulating ",Woodworks - Parquetry,Selene,Continuous Versailles Pattern ,Continuous Versailles,100mm/140mm,4''/ 5.5'',20mm,"3/4""",Rustic ,2Ply Engineered,,Medium,PARQ015
PARQUETRY,PDQC001,Rosnay Continuous Versailles Pattern,"Aged French Oak , FSC® Mix Credit","380x100x20mm & 140x140x20mm, 2Ply Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Unfinished,"Skip Sawn, Scrubbed Knots, Undulating ",Woodworks - Parquetry,Rosnay,Continuous Versailles Pattern ,Continuous Versailles,100mm/140mm,4''/ 5.5'',20mm,"3/4""",Rustic ,2Ply Engineered,,Medium,PDQC001
PARQUETRY,PARQ016,Freya Chevron,"European Nature Oak , FSC® Mix Credit","90 x 15 x 595, 2Ply Engineered ","Tongue & grooved, Ends matched & Micro Bevel",Naked Skin Lacquer,Smooth ,Woodworks - Parquetry,Freya,Chevron   ,Chevron,90mm,3.5'',15mm,"1/2""",Nature,2Ply Engineered,,Neutral,PARQ016
PARQUETRY,PARQ017,Freya Chevron,"European Nature Oak , FSC® Mix Credit","90 x 20 x 595, 2Ply Engineered ","Tongue & grooved, Ends matched & Micro Bevel",Naked Skin Lacquer,Smooth ,Woodworks - Parquetry,Freya,Chevron   ,Chevron,90mm,3.5'',20mm,"3/4""",Nature,2Ply Engineered,,Neutral,PARQ017
PARQUETRY,PARQ018,Maeve Chevron,"European Prime Oak, FSC® Mix Credit","90 x 20 x 595, 2Ply Engineered ","Tongue & Grooved, Ends Matched, Square Shoulder",Naked Skin Lacquer,"Double Fumed, Smooth ",Woodworks - Parquetry,Maeve,Chevron   ,Chevron,90mm,3.5'',20mm,"3/4""",Prime ,2Ply Engineered,,Dark,PARQ018
PARQUETRY,PARQ019,Niamh Continuous Versailles Pattern,"European Nature Oak , FSC® Mix Credit","380x100x20mm & 140x140x20mm, 2Ply Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Naked Skin Lacquer,Smooth ,Woodworks - Parquetry,Niamh,Continuous Versailles Pattern ,Continuous Versailles,100mm/140mm,4''/ 5.5'',20mm,"3/4""",Nature,2Ply Engineered,,Medium,PARQ019
RARE FINDS,RARE015,Bleached English Estate Oak Plank,Reclaimed English Parkland Oak,"90-180 x 20 x 0.6-3.50m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,"Skip Sawn, Scrubbed Knots, Undulating ",Woodworks - Rare Finds,Bleached English Estate Oak ,Random Width Planks   ,Plank,90-180mm,3.54''-7.08'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,Medium,RARE015
RARE FINDS,RARE028,Bridgewater Pine Plank ,Antique American Pine,"100-190 x 20 x Random Lengths, Solid","Planed All Round, Hand Rolled Edge",Unfinished,Polished Original Patina ,Woodworks - Rare Finds,Bridgewater Pine,Random Width Planks,Plank,100-190mm,4''-7.48'',20mm,"3/4""",Genuine Reclaimed Sourced,Solid,,Medium,RARE028
RARE FINDS,RARE028M,Bridgewater Pine Plank ,Antique American Pine,"200-290 x 20 x Random Lengths, Solid","Planed All Round, Hand Rolled Edge",Unfinished,Polished Original Patina ,Woodworks - Rare Finds,Bridgewater Pine,Random Width Planks,Plank,200-290mm,7.87''-11.4'',20mm,"3/4""",Genuine Reclaimed Sourced,Solid,,Medium,RARE028M
RARE FINDS,RARE028W,Bridgewater Pine Plank ,Antique American Pine,"300-450 x 20 x Random Lengths, Solid","Planed All Round, Hand Rolled Edge",Unfinished,Polished Original Patina ,Woodworks - Rare Finds,Bridgewater Pine,Random Width Planks,Plank,300-450mm,11.8''-1' 3.75'',20mm,"3/4""",Genuine Reclaimed Sourced,Solid,,Medium,RARE028W
RARE FINDS,RARE022,Burmese Dark Teak Plank,Reclaimed Burmese Teak,"90-130 x 20 x Random Lengths, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges","Black Limed,Oilwood Traffic Super Matt",Smooth Sanded,Woodworks - Rare Finds,Burmese Dark Teak Plank,Random Width Planks,Plank,90-130mm,3.54''-5.12'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,Medium,RARE022
RARE FINDS,RARE020,Burmese Teak Plank,Reclaimed Burmese Teak,"90-130 x 20 x Random Lengths, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Restoration Oil Matt,Smooth Sanded ,Woodworks - Rare Finds,Burmese Teak Plank,Random Width Planks,Plank,90-130mm,3.54''-5.12'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,Medium,RARE020
RARE FINDS,RARE005,Cotton Mill Pine Extra Wide Plank,Reclaimed Swiss Pine,"250 x 20 x 0.5-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Genuine Antique Features ,"Polished Original Patina, Undulating Shape ",Woodworks - Rare Finds,Cotton Mill Pine ,Extra Wide Plank,Plank,250mm,9.84'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,,RARE005
RARE FINDS,RARE013,Indonesian Bleached Teak Plank,Reclaimed Teak,"90-160 x 20 x Random Lengths, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges","Bleached, Naked Skin Lacquer Super Matt",Original Hand Sawn Patina,Woodworks - Rare Finds,Indonesian Bleached Teak Plank,Random Width Planks,Plank,90-160mm,3.5''-6.25'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,,RARE013
RARE FINDS,RARE029,Indonesian Teak Plank,Reclaimed Teak,"90-160 x 8-12 x Random Lengths, Solid","Square Edge, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Original Hand Sawn Patina ,Woodworks - Rare Finds,Indonesian Teak Plank,Random Width Planks,Plank,90-160mm,3.5''-6.25'',8-12mm,"3/4""",Genuine Reclaimed Sourced,Solid,,,RARE029
RARE FINDS,RARE012,Indonesian Teak Plank,Reclaimed Teak,"90-160 x 20 x Random Lengths, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Original Hand Sawn Patina ,Woodworks - Rare Finds,Indonesian Teak Plank,Random Width Planks,Plank,90-160mm,3.5''-6.25'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,,RARE012
RARE FINDS,RARE014,English Estate Oak Plank,Reclaimed English Parkland Oak,"90-180 x 20 x 0.6-3.50m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,"Skip Sawn, Scrubbed Knots, Undulating ",Woodworks - Rare Finds,English Estate Oak ,Random Width Planks   ,Plank,90-180mm,3.54''-7.08'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,Neutral,RARE014
RARE FINDS,BOLD009,French Estate Organic Oak Plank ,Antique French Oak,"140-230 x 8-12mm x 0.6-3m, Solid","Square Edge, Hand Rolled Edges",Original Polished Patina,Soft Sanded ,Woodworks - Rare Finds,French Estate Organic Oak Plank ,Wall Cladding  ,Plank,140-230mm,5.51''-9.05'',8-12mm,1/4' - 1/3'',Genuine Antique Sourced,Solid,,Light,BOLD009
RARE FINDS,RARE025,French Estate Organic Oak Plank ,"Antique French Oak, ","100-170mm x  20mm X Random Lengths, Solid","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Unfinished,Polished Original Patina ,Woodworks - Rare Finds,French Estate Organic Oak,Random Width Planks,Plank,100-170mm,4''-6.7'',20mm,"3/4""",Genuine Antique Sourced,Solid,,Neutral,RARE025
RARE FINDS,RARE025W,French Estate Organic Oak Plank ,"Antique French Oak, ","180-240mm x 20mm x Random Lengths, Solid","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Unfinished,Polished Original Patina ,Woodworks - Rare Finds,French Estate Organic Oak,Random Width Planks,Plank,180-240mm,7.08''-9.45'',20mm,"3/4""",Genuine Antique Sourced,Solid,,Medium,RARE025W
RARE FINDS,RARE010,Kings Cross Jarrah Plank,Reclaimed Jarrah ,"160-220 x 20 x Random Lengths, 2Ply Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Burnished Hardwax Oil Satin,Worn Skip Sawn ,Woodworks - Rare Finds,Kings Cross Jarrah ,Random Width Planks,Plank,160-220mm,6.3''-8.66'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,Neutral,RARE010
RARE FINDS,RARE019,Northbank Bleached Pitch Pine Plank,Reclaimed Pitch Pine,"170-210 x 20 x 1.-3m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Brushed ,Woodworks - Rare Finds,Northbank Bleached Pitch Pine,Random Width Planks,Plank,170-210mm,6.7''-8.27'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,Medium,RARE019
RARE FINDS,RARE018,Northbank Pitch Pine Plank,Reclaimed Pitch Pine,"170-210 x 20 x 1.-3m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Brushed ,Woodworks - Rare Finds,Northbank Pitch Pine,Random Width Planks,Plank,170-210mm,6.7''-8.27'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,Medium,RARE018
RARE FINDS,RARE017,Old War Office Bleached Pine Plank,Reclaimed Douglas Fir,"210-240 x 20 x 1-3m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Matt,Undulating Texture ,Woodworks - Rare Finds,Old War Office Bleached Pine,Random Width Planks,Plank,210-240mm,8.26''-9.45'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,,RARE017
RARE FINDS,RARE016,Old War Office Pine Plank,Reclaimed Douglas Fir,"210-240 x 20 x 1-3m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Undulating Texture ,Woodworks - Rare Finds,Old War Office Pine,Random Width Planks,Plank,210-240mm,8.26''-9.45'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,Dark,RARE016
RARE FINDS,RARE003,Reims Antique Oak Plank,Antique French Oak,"100-170 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Burnished Hardwax Oil Super Matt ,Polished Original Patina ,Woodworks - Rare Finds,Reims Antique Oak ,Random Width Planks,Plank,100-170mm,4''-6.7'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Light,RARE003
RARE FINDS,RARE003W,Reims Antique Oak Plank,"Antique French Oak, ","180-240 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges ",Burnished Hardwax Oil Super Matt ,Polished Original Patina ,Woodworks - Rare Finds,Reims Antique Oak ,Random Width Planks,Plank,180-240mm,7.08''-9.45'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Light,RARE003W
RARE FINDS,RARE024,Reims Antique Organic Oak Plank,"Antique French Oak, ","100-170 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Unfinished,Polished Original Patina ,Woodworks - Rare Finds,Reims Antique Organic Oak,Random Width Planks,Plank,100-170mm,4''-6.7'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Neutral,RARE024
RARE FINDS,RARE024W,Reims Antique Organic Oak Plank,"Antique French Oak, ","180-240 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Unfinished,Polished Original Patina ,Woodworks - Rare Finds,Reims Antique Organic Oak,Random Width Planks,Plank,180-240mm,7.08''-9.45'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Neutral,RARE024W
RARE FINDS,RARE030,French Estate Organic Oak Parquet de Versailles  ,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Unfinished,Polished Original Patina,Woodworks - Rare Finds,French Estate Oak ,,,980mm,,20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,,RARE030
RARE FINDS,RARE006,Swiss Stone Pine Extra Wide Plank,Reclaimed Swiss Pine,"250 x 20 x 0.5-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Rare Finds,Swiss Stone Pine ,Extra Wide Plank,Plank,250mm,9.84'',20mm,"3/4""",Genuine Reclaimed Sourced,2Ply Engineered,,,RARE006
SUPERFINE,NAUTI020,Auga Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Auga,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Grey,NAUTI020
SUPERFINE,NAUTI020.15m-22,Auga Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Auga,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Grey,NAUTI020.15M-22
SUPERFINE,NAUTI020.15m-26,Auga Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Auga,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Grey,NAUTI020-15M.26
SUPERFINE,NAUTI018,Babylon Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Superfine,Babylon,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Black,NAUTI018
SUPERFINE,NAUTI013,Caurica Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Caurica,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Medium,NAUTI013
SUPERFINE,NAUTI013.15m-22,Caurica Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Caurica,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Medium,NAUTI013.15M-22
SUPERFINE,NAUTI013.15m-26,Caurica Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Caurica,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Medium,NAUTI013-15M.26
SUPERFINE,NAUTI009,Cavoline Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Cavoline,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Light,NAUTI009
SUPERFINE,NAUTI009.15m-22,Cavoline Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Cavoline,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Light,NAUTI009.15M-22
SUPERFINE,NAUTI009.15m-26,Cavoline Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Cavoline,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Light,NAUTI009-15M.26
SUPERFINE,ART23,Clifton Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Clifton,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Light,ART23
SUPERFINE,ART23BL,Clifton Herringbone,"European Prime Oak, FSC® Mix Credit","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Clifton,Herringbone   ,Herringbone,100mm,"4""",20mm,"3/4""",Superprime,2Ply Engineered,,Light,ART23BL
SUPERFINE,ART23.15M-22,Clifton Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Clifton,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Light,ART23.15M-22
SUPERFINE,ART23.15M-26,Clifton Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Clifton,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Light,ART23.15M-26
